id_cliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,protecao_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,metodo_pagamento,contas_diarias,cobranca_mensal,cobranca_total
1406-puqvy,nao,homem,nao,nao,sim,1,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.66,49.9,49.9
1407-digzv,nao,mulher,nao,sim,sim,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.58,19.1,52.0
1409-phxtf,nao,homem,sim,sim,nao,54,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.75,110.45,6077.75
1410-rscmr,nao,homem,nao,sim,sim,7,sim,nao,dsl,sim,nao,sim,sim,nao,sim,mensal,sim,cartao credito automatico,2.46,71.35,515.75
1414-yadcw,nao,homem,nao,sim,nao,70,sim,nao,fibra otica,sim,sim,nao,sim,nao,nao,bienal,nao,transferencia automatica,2.72,84.6,5706.2
1415-yfwlt,sim,mulher,sim,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,2.98,89.3,89.3
1421-hcerk,nao,homem,sim,sim,nao,30,sim,sim,fibra otica,sim,sim,sim,sim,sim,nao,mensal,sim,transferencia automatica,3.54,105.7,3181.8
1422-dgubx,nao,homem,nao,sim,nao,32,sim,sim,fibra otica,nao,nao,nao,sim,nao,nao,anual,sim,cheque eletronico,2.73,79.25,2619.15
1423-bmpbq,nao,mulher,nao,sim,sim,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.63,19.0,19.0
1427-versm,nao,mulher,nao,sim,nao,56,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,3.37,98.7,5669.5
1428-gtbjj,sim,homem,nao,nao,nao,11,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.5,74.55,824.75
1428-iedpr,nao,homem,nao,nao,nao,52,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.67,109.3,5731.4
1429-uyjsv,nao,mulher,nao,nao,nao,12,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.72,19.7,260.9
1430-sfqsa,nao,homem,nao,nao,nao,29,nao,sem telefone,dsl,sim,nao,nao,sim,nao,nao,anual,nao,cheque correios,1.23,35.6,1072.6
1431-aidjq,nao,homem,nao,sim,sim,33,sim,nao,dsl,nao,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,2.63,82.1,2603.1
1431-cywmh,nao,mulher,nao,sim,sim,22,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,transferencia automatica,0.69,19.05,454.05
1432-fpaxx,sim,mulher,nao,nao,nao,29,nao,sem telefone,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,0.98,30.6,856.35
1436-zmjan,nao,mulher,nao,sim,nao,10,sim,nao,dsl,nao,nao,sim,nao,sim,sim,mensal,sim,cartao credito automatico,2.18,67.8,653.15
1439-lcgvl,nao,mulher,nao,sim,nao,26,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.59,19.2,459.6
1442-bqpvu,nao,mulher,nao,nao,nao,13,nao,sem telefone,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,0.92,29.15,357.15
1442-okrje,nao,homem,nao,sim,sim,66,sim,nao,fibra otica,sim,sim,sim,nao,sim,sim,anual,sim,transferencia automatica,3.55,103.15,7031.3
1444-vvsgw,sim,homem,nao,sim,nao,70,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,anual,nao,cartao credito automatico,3.79,115.65,7968.85
1447-giqmr,sim,homem,nao,sim,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.31,69.15,69.15
1447-pjgga,sim,mulher,nao,nao,nao,57,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,bienal,sim,cheque eletronico,3.2,95.25,5464.65
1448-cywkc,nao,mulher,nao,sim,sim,58,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,anual,sim,cartao credito automatico,3.58,105.2,6225.4
1448-pwkye,sim,homem,nao,sim,sim,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,2.67,80.0,80.0
1449-xqemt,sim,homem,nao,nao,nao,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.65,19.8,58.15
1450-galxr,sim,mulher,nao,nao,nao,10,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,3.53,98.5,1058.25
1450-skcvi,sim,mulher,nao,nao,nao,56,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.44,73.85,4092.85
1452-kiovk,nao,homem,nao,nao,sim,22,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,mensal,sim,cartao credito automatico,2.95,89.1,1949.4
1452-uzosf,nao,homem,nao,sim,sim,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,nao,bienal,sim,cartao credito automatico,3.49,106.1,7548.6
1452-voqch,nao,homem,nao,nao,nao,1,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.5,75.1,75.1
1452-xrsjv,nao,mulher,nao,sim,sim,39,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cartao credito automatico,1.77,51.05,2066.0
1453-rzfon,nao,mulher,nao,nao,sim,1,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.66,49.9,49.9
1455-esiqh,sim,homem,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,2.97,89.1,89.1
1455-hfbxa,nao,homem,nao,sim,nao,52,sim,sim,fibra otica,sim,nao,sim,sim,nao,nao,bienal,sim,cartao credito automatico,2.97,91.6,4627.8
1455-ugqvh,sim,homem,nao,sim,nao,10,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.46,98.5,1037.75
1456-twcgb,nao,homem,nao,nao,nao,4,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque correios,1.74,49.25,208.45
1459-qnfqt,nao,homem,nao,sim,sim,70,nao,sem telefone,dsl,sim,nao,sim,sim,sim,sim,bienal,nao,transferencia automatica,1.97,59.5,4144.8
1460-uzprj,nao,homem,nao,sim,nao,60,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.7,19.95,1258.15
1465-lntlj,nao,homem,sim,sim,nao,8,sim,nao,dsl,nao,nao,sim,sim,nao,sim,mensal,sim,cartao credito automatico,2.42,64.4,581.7
1465-vindh,sim,mulher,nao,sim,sim,10,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,cartao credito automatico,3.56,102.1,1068.85
1465-wczvt,nao,mulher,nao,sim,sim,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.67,19.65,60.65
1468-defnc,nao,homem,sim,sim,sim,64,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.81,24.4,1548.65
1469-lbjqj,nao,mulher,nao,sim,nao,66,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.5,105.2,6936.85
1470-psxnm,nao,homem,nao,sim,sim,49,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,anual,sim,cheque eletronico,3.07,93.65,4520.15
1471-giqkq,nao,mulher,nao,nao,nao,1,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.66,49.95,49.95
1472-tncwl,nao,homem,nao,nao,sim,36,sim,nao,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.25,94.7,3512.5
1474-juwsm,nao,mulher,nao,sim,nao,58,sim,sim,dsl,sim,nao,nao,sim,nao,sim,anual,sim,cheque eletronico,2.28,68.4,3972.25
1475-vwvdo,nao,homem,nao,nao,nao,7,sim,nao,fibra otica,nao,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,2.34,74.9,490.55
1478-vpoad,nao,mulher,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.46,43.8,43.8
1480-bkxga,nao,homem,sim,sim,nao,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,transferencia automatica,3.89,116.05,8404.9
1480-ivevr,nao,homem,sim,sim,nao,35,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,anual,sim,transferencia automatica,2.68,81.6,2815.25
1481-zuwza,sim,homem,nao,nao,nao,28,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,mensal,sim,cartao credito automatico,3.17,94.5,2659.4
1482-oxzsy,nao,homem,nao,nao,nao,30,sim,sim,fibra otica,sim,nao,nao,nao,sim,sim,mensal,sim,transferencia automatica,3.26,100.4,2936.25
1485-ydhmm,nao,homem,nao,sim,sim,52,sim,sim,fibra otica,nao,sim,nao,sim,nao,sim,mensal,sim,transferencia automatica,2.97,93.25,4631.7
1488-pbljn,nao,mulher,nao,sim,sim,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,transferencia automatica,3.92,116.85,8477.7
1488-sysfc,nao,homem,nao,sim,sim,31,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque eletronico,0.75,20.65,702.05
1492-kgeth,nao,homem,nao,sim,sim,70,sim,sim,dsl,sim,sim,sim,sim,nao,sim,anual,nao,transferencia automatica,2.59,78.35,5445.95
1492-qgclu,nao,homem,nao,sim,sim,53,sim,sim,dsl,sim,nao,sim,sim,sim,sim,mensal,nao,cheque eletronico,2.9,85.7,4616.1
1493-amtie,sim,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,transferencia automatica,0.67,20.2,20.2
1494-ejzdw,nao,mulher,nao,sim,sim,10,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.74,20.15,220.8
1496-ggsuk,sim,mulher,sim,nao,nao,1,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,0.86,25.7,25.7
1498-dqnrx,nao,mulher,nao,sim,nao,29,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.66,19.85,573.05
1498-nhtlt,nao,homem,nao,sim,sim,59,sim,nao,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,2.93,86.75,5186.0
1501-sghbw,sim,homem,nao,nao,nao,2,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.35,45.85,81.0
1502-xfcvr,sim,mulher,nao,nao,nao,58,sim,nao,fibra otica,sim,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,3.53,106.45,6145.85
1506-yjtyt,nao,homem,nao,sim,sim,45,sim,sim,dsl,sim,sim,nao,sim,sim,nao,bienal,nao,cartao credito automatico,2.5,73.85,3371.0
1508-dfxcu,nao,homem,nao,nao,nao,12,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,2.53,81.45,912.0
1513-xnpph,sim,mulher,nao,nao,nao,12,sim,nao,fibra otica,nao,nao,sim,sim,nao,sim,mensal,sim,cheque eletronico,3.04,89.4,1095.65
1518-omdik,nao,homem,nao,sim,nao,33,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cartao credito automatico,1.48,44.55,1462.6
1518-vowav,sim,mulher,nao,nao,nao,9,sim,nao,dsl,sim,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,2.61,74.65,703.55
1522-vvdmg,sim,homem,nao,sim,sim,7,sim,nao,fibra otica,nao,sim,nao,sim,sim,nao,mensal,sim,cheque eletronico,2.9,89.75,608.8
1525-lnloj,nao,homem,nao,sim,sim,66,sim,sim,dsl,nao,nao,sim,nao,sim,nao,bienal,sim,transferencia automatica,2.12,63.3,4189.7
1527-sxdpn,sim,homem,nao,sim,sim,52,sim,sim,fibra otica,nao,nao,sim,sim,nao,sim,bienal,sim,transferencia automatica,3.2,96.25,4990.25
1530-ztdoz,nao,mulher,nao,sim,nao,49,nao,sem telefone,dsl,sim,nao,nao,nao,sim,nao,mensal,nao,transferencia automatica,1.41,40.65,2070.75
1534-oulxe,nao,mulher,nao,sim,sim,61,sim,nao,dsl,sim,nao,nao,nao,nao,nao,anual,sim,transferencia automatica,1.62,49.7,2961.4
1535-vtjoq,nao,mulher,nao,nao,nao,24,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.77,25.15,553.0
1536-hbswp,nao,mulher,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,1.66,49.9,49.9
1536-yhdoe,nao,homem,nao,sim,sim,17,sim,sim,dsl,sim,nao,nao,sim,nao,nao,anual,sim,cheque correios,2.15,62.1,1096.65
1539-lnkhm,nao,mulher,nao,nao,nao,12,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.74,20.4,266.6
1541-etjzo,sim,homem,nao,nao,nao,1,sim,sim,dsl,nao,nao,sim,sim,nao,nao,mensal,nao,cheque correios,2.07,62.05,62.05
1543-lllft,nao,homem,sim,sim,nao,61,sim,sim,fibra otica,nao,sim,sim,sim,sim,nao,anual,sim,cheque correios,3.32,98.3,6066.55
1544-jjmyl,nao,homem,nao,nao,nao,27,sim,nao,dsl,sim,nao,sim,sim,sim,nao,anual,nao,cartao credito automatico,2.38,69.35,1927.3
1545-actas,nao,mulher,nao,sim,sim,48,sim,nao,fibra otica,sim,nao,sim,nao,sim,sim,anual,sim,transferencia automatica,3.46,99.7,4977.2
1545-jfuml,nao,homem,nao,sim,nao,71,sim,sim,fibra otica,sim,sim,sim,nao,sim,nao,bienal,sim,cheque eletronico,3.28,99.0,6994.6
1548-aragg,nao,mulher,nao,sim,sim,4,sim,sim,dsl,nao,sim,nao,sim,nao,nao,mensal,sim,cheque correios,1.87,58.5,224.85
1548-fehvl,nao,homem,nao,sim,nao,61,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.48,106.2,6375.2
1550-eenbn,nao,mulher,nao,nao,nao,31,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,mensal,nao,cheque eletronico,3.45,104.35,3205.6
1550-loaha,sim,mulher,nao,sim,nao,32,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mensal,nao,transferencia automatica,2.69,84.15,2585.95
1552-aagrx,nao,mulher,nao,nao,nao,30,sim,sim,fibra otica,sim,nao,nao,sim,sim,sim,mensal,nao,transferencia automatica,3.57,106.4,3211.9
1552-czcll,nao,mulher,nao,sim,sim,55,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cartao credito automatico,0.66,20.0,1087.25
1552-tkmxs,nao,mulher,nao,sim,nao,42,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cartao credito automatico,0.69,20.35,869.9
1555-djeqw,sim,mulher,nao,sim,sim,70,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,transferencia automatica,3.68,114.2,7723.9
1555-hapsu,nao,mulher,nao,sim,sim,71,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.78,23.9,1663.5
1557-emyvt,nao,mulher,nao,nao,nao,43,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.79,115.05,4895.1
1559-dtodc,nao,homem,nao,nao,nao,19,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia automatica,0.82,25.15,468.35
1561-bwhin,nao,homem,nao,sim,sim,19,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.6,19.8,344.5
1563-iwqex,nao,mulher,nao,nao,nao,12,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.61,19.7,220.35
1564-hjuvy,nao,homem,nao,nao,nao,4,sim,nao,dsl,nao,sim,nao,sim,sim,nao,mensal,sim,transferencia automatica,1.88,63.75,226.2
1564-ntyxf,sim,mulher,sim,nao,nao,13,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.89,82.0,1127.2
1565-rhdjd,sim,mulher,nao,nao,sim,4,sim,sim,fibra otica,nao,sim,sim,nao,nao,nao,mensal,nao,transferencia automatica,2.78,84.05,333.55
1567-dscic,sim,homem,nao,nao,nao,8,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,mensal,sim,cheque eletronico,3.22,94.0,773.65
1568-bekzm,nao,homem,sim,sim,nao,70,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.02,90.05,6333.4
1568-ljszu,nao,homem,nao,sim,sim,68,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.13,92.2,6392.85
1569-ttnyj,sim,homem,nao,sim,nao,5,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.75,78.75,412.1
1571-savhk,sim,homem,nao,nao,nao,12,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mensal,sim,cheque correios,3.15,99.95,1132.75
1573-lgxba,nao,homem,nao,sim,sim,57,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,anual,sim,cartao credito automatico,3.27,97.55,5598.0
1574-dycwe,nao,mulher,nao,sim,sim,51,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.67,19.95,1028.75
1575-krzze,nao,mulher,nao,nao,nao,4,sim,nao,dsl,sim,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.84,55.2,220.65
1576-pfziw,nao,homem,sim,sim,nao,70,sim,nao,fibra otica,sim,sim,sim,nao,sim,sim,bienal,nao,cartao credito automatico,3.58,105.35,7511.9
1577-hktfg,sim,mulher,nao,sim,nao,30,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,transferencia automatica,0.73,19.65,655.85
1579-klydt,sim,homem,nao,nao,nao,7,sim,sim,fibra otica,nao,nao,sim,nao,sim,nao,mensal,sim,cheque eletronico,2.83,90.45,593.45
1580-bmcmr,nao,homem,sim,nao,nao,19,sim,nao,fibra otica,sim,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.87,87.3,1637.3
1582-rafml,sim,homem,nao,nao,nao,1,sim,sim,dsl,nao,sim,nao,sim,nao,nao,mensal,nao,cheque correios,2.0,60.1,60.1
1583-ihqze,sim,homem,nao,nao,nao,12,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,mensal,sim,cheque correios,3.85,112.95,1384.75
1585-mqssu,sim,homem,nao,nao,nao,17,sim,nao,dsl,nao,nao,nao,sim,nao,nao,mensal,nao,cheque correios,1.77,51.5,900.5
1587-fklzb,sim,homem,sim,sim,sim,66,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cartao credito automatico,3.45,99.5,6822.15
1589-agtlk,sim,homem,nao,nao,nao,3,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.57,45.35,141.5
1591-mqjtp,nao,homem,sim,sim,nao,51,sim,sim,fibra otica,sim,nao,sim,nao,nao,sim,anual,sim,transferencia automatica,3.16,93.65,4839.15
1591-nfnlq,sim,homem,nao,nao,nao,51,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,mensal,nao,cartao credito automatico,2.77,80.0,4242.35
1591-xwlgb,nao,mulher,nao,sim,nao,71,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.65,19.85,1379.6
1596-bbvtg,sim,homem,nao,nao,nao,35,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cartao credito automatico,2.51,75.35,2636.05
1596-oqsps,nao,mulher,nao,nao,nao,11,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.61,51.1,531.15
1597-fzreh,sim,mulher,nao,nao,nao,2,sim,nao,dsl,nao,nao,sim,sim,sim,sim,mensal,nao,cheque eletronico,2.68,76.4,160.8
1597-lhync,sim,mulher,sim,nao,nao,26,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,3.2,95.0,2497.2
1599-eahxy,nao,homem,nao,sim,sim,60,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cartao credito automatico,0.84,23.95,1506.4
1599-mmyrq,nao,homem,nao,sim,sim,62,sim,nao,fibra otica,sim,sim,nao,nao,nao,nao,anual,sim,cartao credito automatico,2.68,81.45,4983.05
1600-dilpe,nao,mulher,nao,nao,nao,12,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia automatica,1.46,45.0,524.35
1602-ijqqe,sim,mulher,nao,nao,nao,4,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.82,75.35,338.1
1608-gmewb,nao,homem,sim,nao,nao,45,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia automatica,3.11,93.9,4200.25
1612-eohdh,sim,mulher,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.5,45.15,45.15
1614-jbebi,nao,mulher,nao,nao,nao,8,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.57,20.7,137.6
1618-cfhme,sim,mulher,nao,nao,nao,2,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.39,75.9,143.35
1619-ywubb,nao,mulher,nao,sim,nao,68,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,cartao credito automatico,0.79,24.95,1614.9
1621-yncjh,nao,mulher,nao,sim,nao,36,sim,sim,fibra otica,sim,sim,sim,sim,nao,sim,bienal,sim,cartao credito automatico,3.55,106.05,3834.4
1622-hshsf,nao,mulher,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.65,19.55,19.55
1623-nldot,sim,mulher,nao,sim,nao,42,nao,sem telefone,dsl,nao,sim,nao,sim,nao,nao,anual,nao,cheque correios,1.15,33.55,1445.3
1624-naloj,sim,homem,sim,nao,nao,5,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,3.35,89.8,502.6
1624-woiwj,sim,mulher,nao,nao,nao,10,sim,nao,fibra otica,sim,nao,nao,nao,sim,nao,mensal,sim,cheque correios,2.77,84.7,832.05
1625-jaiiy,sim,mulher,nao,sim,sim,68,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,anual,sim,cheque eletronico,2.79,83.0,5685.8
1626-ercmm,sim,homem,sim,sim,nao,20,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.17,94.55,1899.65
1627-afwvj,nao,mulher,nao,nao,nao,29,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.64,19.4,554.25
1628-bizyp,nao,homem,nao,nao,nao,1,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.83,85.0,85.0
1629-dqqvb,nao,mulher,nao,nao,nao,14,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,transferencia automatica,1.69,50.1,709.5
1635-fjfcc,nao,mulher,nao,nao,nao,5,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cartao credito automatico,1.35,44.05,202.15
1635-hdgft,nao,mulher,nao,nao,sim,19,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.7,20.5,398.55
1635-nzatj,nao,homem,sim,sim,nao,71,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.84,25.45,1789.65
1636-ntnco,nao,homem,sim,nao,nao,4,nao,sem telefone,dsl,nao,sim,nao,nao,sim,sim,mensal,sim,cartao credito automatico,1.73,50.95,207.35
1640-plfmp,nao,mulher,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.34,70.25,70.25
1641-bybtk,nao,homem,nao,nao,sim,6,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.55,20.2,98.35
1641-rqday,nao,mulher,sim,sim,sim,32,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.35,100.4,3217.65
1642-hmarx,nao,mulher,nao,sim,nao,68,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.15,91.7,6424.7
1644-irksf,sim,mulher,nao,sim,sim,33,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,3.16,93.8,3124.5
1656-drsmg,nao,mulher,nao,nao,nao,63,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,mensal,sim,cartao credito automatico,3.71,109.85,7002.95
1657-dymbm,nao,homem,nao,sim,nao,53,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.7,19.9,1110.05
1658-bygoy,sim,homem,sim,nao,nao,18,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.25,95.45,1752.55
1658-tjvoa,nao,mulher,sim,nao,nao,6,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.5,74.1,450.9
1658-xuhbx,nao,mulher,sim,sim,sim,59,sim,sim,fibra otica,nao,nao,sim,nao,nao,sim,mensal,sim,cartao credito automatico,3.02,88.75,5348.65
1660-hsooq,sim,homem,nao,nao,nao,1,sim,nao,dsl,nao,nao,sim,nao,nao,nao,mensal,sim,cheque correios,1.66,49.65,49.65
1661-czbau,nao,homem,nao,nao,nao,48,sim,sim,dsl,sim,nao,nao,sim,nao,sim,anual,sim,transferencia automatica,2.52,70.95,3629.2
1663-mhlhe,nao,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.64,19.2,19.2
1666-jxlku,nao,mulher,nao,nao,nao,37,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.43,100.05,3810.55
1666-jzpzt,nao,homem,nao,nao,nao,27,sim,sim,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.59,49.0,1291.35
